review_text,review_stars,title
"Designing Data-Intensive Applications really exceeded my expectations. Even if you are experienced in this area this book will re-enforce things you know (or sort of know) and bring to light new ways of thinking about solving distributed systems and data problems. It will give you a solid understanding of how to choose the right tech for different use cases.The book really pulls you in with an intro that is more high level, but mentions problems and solutions that really anyone who has worked on these types of applications have either encountered or heard mention of. The promise it makes is to take these issues such as scalability, maintainability and durability and explain how to decide on the right solutions to these issues for the problems you are solving. It does an amazing job of that throughout the book.This book covers a lot, but at the same time it knows exactly when to go deep on a subject. Right when it seems like it may be going too deep on things like how different types of databases are implemented (SSTables, B-trees, etc.) or on comparing different consensus algorithms, it is quick to point out how and why those things are important to practical real-world problems and how understanding those things is actually vital to the success of a system.Along those same lines it is excellent at circling back to concepts introduced at prior points in the book. For example the book goes into how log based storage is used for some databases as their core way of storing data and for durability in other cases. Later in the book when getting into different message/eventing systems such as Kafka and ActiveMQ things swing back to how these systems utilize log based storage in similar ways. Even if you have prior knowledge or even have worked with these technologies, how and why they work and the pros and cons of each become crystal clear and really solidified. Same can be said of it's great explanations of things like ZooKeeper and why specific solutions like Kafka make use of it.This book is also amazing at shedding light on the fact that so little of what is out there is totally new, it attempts to go back as far as it can at times on where a certain technology's ideas originated (back to the 1800s at some points!). Bringing in this history really gives a lot of context around the original problems that were being solved, which in turn helps understanding pros and cons. One example is the way it goes through the history of batch processing systems and HDFS. The author starts with MapReduce and relating it to tech that was developed decades before. This really clarifies how we got from batch processing systems on proprietary hardware to things like MapReduce on commodity hardware thanks in part to HDFS, eventually to stream based processing. It also does great at explaining the pros and cons of each and when one might choose one technology over the other.That's really the theme of this book, teaching the reader how to compare and contrast different technologies for solving distributed systems and data problems. It teaches you to read between the lines on how certain technologies work so that you can identify the pros and cons early and without needing them to be spelled out by the authors of those technologies. When thinking about databases it teaches you to really consider the durability/scalability model and how things are no where near black and white between ""consistent"" vs ""eventually consistent"", these is a ton of nuance there and it goes deep on things like single vs multi leader vs leaderless, linearizability, total order broadcast, and different consensus algorithms.I could go on forever about this book. To name a few other things it touches on to get a good idea of the breadth here: networking (and networking faults), OLAP, OLTP, 2 phase locking, graph databases, 2 phase commit, data encoding, general fault tolerance, compatibility, message passing, everything I mentioned above, and the list goes on and on and on. I recommend anyone who does any kind of work with these systems takes the time to read this book. All 600ish pages are worth reading, and it's presented in an excellent, engaging way with real world practical examples for everything.",5.0 out of 5 stars,Designing Data-Intensive Applications: The Big Ideas Behind Reliable Scalable and Maintainable Systems
"It can be a little intense if you don't know the first thing about how this stuff works. Even if that is you, it's thorough enough that there won't be any blanks; you'll just have to take it slow. If you're more experienced, there will still likely be a wealth of knowledge here for you to learn from.There's absolutely no fluff. Every sentence has substance. It's basically a university textbook, just not marketed as such.",5.0 out of 5 stars,Designing Data-Intensive Applications: The Big Ideas Behind Reliable Scalable and Maintainable Systems
Muy buen libro. Súper recomendado.,5.0 out of 5 stars,Designing Data-Intensive Applications: The Big Ideas Behind Reliable Scalable and Maintainable Systems
Good read,5.0 out of 5 stars,Designing Data-Intensive Applications: The Big Ideas Behind Reliable Scalable and Maintainable Systems
Muy didáctico.  Buen libro,5.0 out of 5 stars,Designing Data-Intensive Applications: The Big Ideas Behind Reliable Scalable and Maintainable Systems
"This books gets so much praise, and I don't think the level of praise is deserved. Certainly there are fascinating ideas in it, but there's a lot of fluff too. For example, in the query language / database chapter, there's multiple pages spent on an obscure, ancient query language that's not really used anymore. Sure a few paragraphs about the history that influenced SQL/etc. would be fine. But it goes into painfully detailed description of this minor topic.",3.0 out of 5 stars,Designing Data-Intensive Applications: The Big Ideas Behind Reliable Scalable and Maintainable Systems
"Granted that there is not a lot of color in this, but i bought it thinking it will have color. It’s grayscale. Should be mentioned in the product description.",5.0 out of 5 stars,Designing Data-Intensive Applications: The Big Ideas Behind Reliable Scalable and Maintainable Systems
"I'm not going to tell you anymore about the contents of this book than any other review, so here's what you can take away: This is the best system-architecture book (even software-related book) I have read since starting my career (a decade ago). My reading style (since college) is literally reading from cover-to-cover (even text books) and this book was (as we used to say) all killer, no filler. I wish there were more chapters I could read.You may need to read a few sections more than once and look up supplementary material if you want to dive a little deeper (I mean, chat GPT is there for you now which is perfect) but (repeating myself) this will give you the foundation you need to think about large-data systems.",5.0 out of 5 stars,Designing Data-Intensive Applications: The Big Ideas Behind Reliable Scalable and Maintainable Systems
"Many systems I have worked with in the past resemble a classic 3-tier architecture and maintain data in current state. I was familiar with systems built using event sourcing and CQRS. However, this was the first resource I’ve seen that’s able to start with traditional technologies, point out associated challenges, and draw analogies with event-based asynchronous systems in a way that is cohesive and digestible. I will certainly recommend this book.",5.0 out of 5 stars,Designing Data-Intensive Applications: The Big Ideas Behind Reliable Scalable and Maintainable Systems
This book launched my data science career back in 2014!,5.0 out of 5 stars,Data Smart: Using Data Science to Transform Information into Insight
"Disclaimer: I served as a paid technical editor for Data Smart. I am not affiliated with the publisher, but I did receive a small fee for double-checking the book's mathematical content before it went to press. I also went to elementary school with the author. So as you read the rest of the review, keep in mind that this reviewer's judgment could be clouded by my lifelong allegiance to Lookout Mountain Elementary School, as well as the Scarface-esque pile of one dollar bills currently sitting on my kitchen table.Anyway, books about ""Data"" seem to fit into one of the following categories:* Extremely technical gradate-level mathematics books with lots of Greek letters and summation signs* Pie-in-the-sky business bestsellers about how ""Data"" is going to revolutionize the world as we know it. (I call these ""Moneyball"" books)* Technical books about the hottest new ""Big Data"" technology such as R and HadoopData Smart is none of these. Unlike ""Moneyball"" books, Data Smart contains enough practical information to actually start performing analyses. Unlike most textbooks, it doesn't get bogged down in mathematical notation. And unlike books about R or the distributed data blah-blah du jour, all the examples use good old Microsoft Excel. It's geared toward competent analysts who are comfortable with Excel and aren't afraid of thinking about problems in a mathematical way. It's goal isn't to ""revolutionize"" your business with million-dollar software, but rather to make incremental improvements to processes with accessible analytic techniques.I don't work at a big company, so I can't attest to the number of dollars your company will save by applying the book's methods. But I can attest that the author makes difficult mathematical concepts accessible with his quirky sense of humor and gift for metaphor. For example, I previously had not been exposed to the nitty-gritty of clustering techniques. After a couple of hours with the clustering chapters, which include illuminating diagrams and spreadsheet formulas, I felt like I had a good handle on the concepts, and would feel comfortable implementing the ideas in Excel -- or any other language, for that matter.What I like most about the book is that it doesn't try to wave a magic data wand to cure all of your company's ills. Instead it focuses on a few areas where data and analytic techniques can deliver a concrete benefit, and gives you just enough to get started. In particular:* Optimization techniques (Ch. 4) can systematically reduce the cost of manufacturing inputs* Clustering techniques (Ch. 2 and 5) can deliver insights into customer behavior* Predictive techniques (Ch. 3, 6, and 7) can increase margins with better predictions of uncertain outcomes* Forecasting techniques (Ch. 8) can reduce waste with better demand planningIt may take some creativity to figure out how to apply the methods to your own business processes, but all of the techniques are ""tried and true"" in the sense of being widely deployed at large companies with big analytics budgets and teams of Ph.D.'s on staff. This book's contribution is to make these techniques available to anyone with a little background in applied mathematics and a copy of Excel. For that reason, despite the absence of glitter and/or Jack Welch on the book's cover, I think Data Smart is an important business book.I had a few criticisms of the book as I was reading drafts, but almost all of them were addressed before the final revision. For the sake of completeness, I'll tell you what they were. Some of the chapters ran on a bit long, but these have been split up into manageable pieces. The Optimization chapter is a bit of a doozie, and used to be at the very beginning, but the reader can now ""warm up"" with some easier chapters on clustering and simple Bayesian techniques. The Regression chapter originally didn't discuss Receiver Operating Characteristic curves, which are important for evaluating predictive models visually, but now ROC curves are abundant.Only one real criticism from me remains: I would have liked to see more on quantile regression, which is only mentioned in passing. It's a great technique for dealing with outlier-heavy data. The book by Koenker has good but highly mathematical coverage, and I would have loved to see this subject given the Foreman treatment. But, you can't have everything, and I suppose John needs to leave some material for Data Smart 2: The Spreadsheet of Doom.In sum, Data Smart is a well-written and engaging guide to getting new insights from data using familiar tools. The techniques aren't really cutting-edge -- in fact, most have been around for decades -- but to my knowledge this is the first time they've been presented in a way that Excel-slinging business analysts can apply the methods without needing her own team of operations researchers and data scientists. If you're not sure whether the book's sophistication is on par with your own skills, you can download a complete sample chapter (as well as example spreadsheets) from the author's website.One last thing: unlike many books with a technical bent, the prose is engaging and extremely clear. I think this can be traced to John's childhood. When John misbehaved, his father (who is a professor of English) would punish John by forcing him to read a novel by Charles Dickens. Minor infractions resulted in A Christmas Carol being meted out, and when he was really bad he had to read Great Expectations. This is a true story which you should ask John about if you see him at a book-signing event.",5.0 out of 5 stars,Data Smart: Using Data Science to Transform Information into Insight
"I highly recommend John Foreman's book: 'Data Smart - Using Data Science to Transform Data into Insight'. The author's approach is unique - he teaches data science skills without teaching programming. His approach works because he limits the newness of each subject item to one dimension, that being the data science technique at hand. Each skill is introduced in the familiar environment of Excel and its spreadsheets. If the author had introduced a programming language at the same time, the difficulty of staying focused on the technique being taught would have been increased greatly.Each technique introduced is explained by first posing and then working through a business problem. Each problem has an accompanying Excel dataset. For each challenge, you are soon immersed in data - your Excel skills will be stretched and improved and you will need to work hard to keep abreast of each lesson. It is worthwhile for the reader because tangible learning occurs as the data is worked through and the business challenges are demonstrably solved.The techniques you will learn include:Cluster analysis using k-means and k-medians algorithmsDocument classification using a Naive Bayes algorithmOptimization modeling using linear programming methodsCommunity detection in network graphs using modularity maximizationLinear and logistic regressionEnsemble models based on bagging and boosting techniquesForecasting based on exponential smoothing with trend and seasonality (ETS)Outlier detection using k-nearest-neighbors and local outlier factorsIn addition to teaching techniques, the author sprinkles the text with conclusions he has formed based on his years of data science practice and on a healthy skepticism for some of the overblown claims made for data science. His advice includes the following:Beware the poorly posed problem. Data scientists must learn to communicate with stakeholders in order to help frame business problems properly.You will generally get more benefit by spending time selecting good data and engineering better data features than searching for a marginally better predictive model. A great model cannot deliver good performance with poor data.Remember, industry is not academia. In industry, analytics is a results-driven pursuit. The best model is the one that strikes a balance between performance and usability. If a model is never used, it is worthless.Mailchimp, the author's employer, has TB of data under management. However, it neither needs nor uses all this data for analysis and model training. Instead it aggregates its data to the level the business requires. This aggregate dataset is typically 10GB in size. This aggregation enables mailchimp to use R in production.Data science is not the most important function in the organization. The purpose of the data science function is to serve the business and help it achieve its goals. The purpose of data science is not to build models for their own sake.The author introduces the R programming language in the final chapter, as a gateway to doing further work in data science. R is very powerful but it can appear to be a black-box tool for solving data analysis problems. As the author explains, R has great performance but it is not great for explaining the inner workings of models.At the outset, the author explained that he preferred clarity over mathematical correctness when writing the book. He did an excellent job. The aspiring data scientist will learn by doing in the familiar and manageable environment of Excel.",5.0 out of 5 stars,Data Smart: Using Data Science to Transform Information into Insight
"I would go as far as to say that the book is brilliant.First, a drop about me from the standpoint of this book. I have been an IT professional for many years specializing in programming, database, and MS Office add-ons. Part of my job entails self enrichment, that is, expand my working knowledge in areas potentially important for my job. I chose Foreman's book to help with this task for a number of reasons: a) Data Science is a hot area and my company does have a Data Science group, b) I have lots of data experience under my belt - I felt that it would be nice for once to get some useful information from the data, and c) I have a really good Excel background - so I figured that Foreman's approach would be perfect for me - little did I know that I would seriously add to my Excel bag of tricks.The author makes the assumptions that: a) the reader is somewhat technical, b) he knows nothing about Data Science, and c) he is relatively comfortable working in Excel.Reading the book is a joy because Foreman has a cozy, chummy style. He definitely doesn't throw all the technical stuff at the reader rat-tat-tat machine gun style like many other authors. Instead, Foreman gently introduces his topics and then ramps up technical details carefully. This most definitely helps the learning process.Speaking of learning, by the end of the you will have learned important concepts in ""machine learning"" and I believe that you will be ready for the next step. I sure was. I found the topics interesting and I wanted to learn more. This is where the book's only problem area comes into play - the next step. Foreman has 3 references - one good, but minor, one terrible, and the other is inappropriate. Let me explain.Foreman recommends a free resource as a follow-on to his Forecasting Chapter. This is a good reference, but I believe that Forecasting is a minor topic in Data Science, unless, of course, Forecasting becomes your thing.Foreman's main reference is: ""Data Mining with R"" by Luis Torgo. Foreman recommends this as the next step after his book.I tried to read this several times, but couldn't. It certainly wasn't my next step.The other reference, ""The Elements of Statistical Learning"" by Trevor Hastie, et. al, is totally inappropriate for Data Science newbies. You can checkout the Amazon reviews for this book and you'll see that you need a pretty serious background in statistics to get anything out of that reference. In fact, the author Hastie says as much in his next book ""An Introduction to Statistical Learning- with Applications in R"". This is the appropriate next step, but I'll get to that in a moment.Here are my recommendations:A. Read Foreman's book and follow along with him in working through the Excel spreadsheets. This is a first step in getting comfortable with Machine Learning.B. Take the Coursera courses: 1) Machine Learning Foundations: A Case Study Approach, and 2) Machine Learning: Regression. The courses are free unless you want completion certificates, in which case there is nominal cost.C. Now you are ready for: 
An Introduction to Statistical Learning: with Applications in R (Springer Texts in Statistics)
 This book is also available for free by the authors - check online.",4.0 out of 5 stars,Data Smart: Using Data Science to Transform Information into Insight
"This is an excellent book and incredibly powerful if you're in any sort of field that requires data analysis. I've read many books on the subject of statistical analysis and most seem to fall in the category of:1.) A very technical ""how-to"" on using Excel/R/whatever to run certain functions but there is a huge assumption that you understand what the data output means. These are more like user manuals for their respective programs.2.) A more high-level view of stats that is similar to stuff you learned in Statistics 101 but with far less examples and it can be difficult to see how this will apply in your position.Foreman's book was recommended to me by Chandoo of Excel Guru fame and it is the book I've been searching for to step up my game. He does a great job of breaking down core concepts and introducing new tools(all in Excel!) that I can actually apply to my current position. That being said, there are a couple of caveats...1.) I would recommend at least 6 months of solid Excel usage under your belt. The author goes over the formulas and you can download the files online, however there is plenty of OFFSET and Array formulas that can be intimidating to more casual users. I highly recommend downloading the files and doing everything from scratch, and then using the author's version as reference when you get stuck.2.) This is not really a book you can breeze through(and I mean this as a compliment). The core concepts are broken down well but you will need to reread chapters to truly understand how the formulas and underlying concepts fit. I personally read Chapter 2 around 5-6 times so I can grasp k-means clustering and how I can apply it to my current project. I've only been in the data analysis world for a couple of years, so perhaps this is just my noviceness showing.This is a fantastic book and one I cannot recommend enough. I hope that Foreman continues to expand on this series as I really enjoy his writing style and his ability to confer what's truly important in data science.",5.0 out of 5 stars,Data Smart: Using Data Science to Transform Information into Insight
"I’m good analyst but beginner heavy DS player. Solid intro, practical with theory distributed throughout. Accessible, useful, highly recommend.",5.0 out of 5 stars,Data Smart: Using Data Science to Transform Information into Insight
"If you want to get started with Data Science and don’t like learning a new language such as R or Python, then this book is a perfect fit for you. Entertaining, Data Smart: Using Data Science to Transform Information into Insight approaches data science from a unusual angle. John W. Foreman has written a book for those who wants to apply data mining without using advanced programming (R, Python, etc.). It doesn’t mean you don’t need to understand what data science is, and this book is very good at explaining it to non-practitioners.Foreman’s book is written in a nice and funny stile, which makes it an easy read. Data mining algorithms are described with the minimum equations needed. Foreman has written a practical book and thus decided to use Excel as a tool for data science. The book starts with an introduction to Excel and its most famous functions. For data scientists using SAS, R, Python or Matlab, you may discover how powerful Excel is. But you will also see how clumsy it is to use Excel for data science. Whereas you would need a few lines in R, the book will take you through a dozen pages of step by step actions you need to perform to obtain the same in Excel. Not only is it more time consuming but also more prone to errors.Don’t get me wrong: Data Smart is excellent at explaining how to perform data science in Excel. I just think Excel is not the right tool for it. The book is also a journey into MailChimp, the author’s company. This is nice and provides plenty of examples related to e-mail marketing. The book thus provides quick and high-level description of the problem, followed by Excel steps to solve it. In conclusion, Data Smart is a must read to get a fresh perspective on data science with a “Data Science using Excel” user manual. And for the experts? You can just skip the Excel parts and get insights into the field, with a focus on MailChimp use cases.",5.0 out of 5 stars,Data Smart: Using Data Science to Transform Information into Insight
"Out of Excel? EyerollAttempt at humor, and the engaement bo doubt sought, was appreciated but it does distract.Needs a linear set of instructions vice paragraph formWas this dictated in the 90s using excel and as seen on TV Dragon ?",2.0 out of 5 stars,Data Smart: Using Data Science to Transform Information into Insight
"The best single book on Data Science today. I handle the data analysis and BI for the delivery side of a huge internet-based retail company, and have been a fan of Foreman's since his ""Analytics Made Skeezy"" blog days.  His explanations are clear, his examples are to the point, and throughout it all, he is results-oriented. That is an important distinction; if you want theory, if you want to follow the development of algorithms, then attend a lecture by Moses Charikar (actually everyone should attend a Charikar lecture, just for the utter joy of the intellectual insights.) If you want a hands-on, practical guide to the processes involved in Data Science, then Foreman is your guy. Unlike many writers in the field, he is not an ""every problem is a nail"" guru, touting one magic approach to all problems. Neither is he a database guy or business stats guy who recently found it sexier and more lucrative to describe himself as a data scientist. Foreman is the real deal and short of hiring him as a consultant (if he still takes those kinds of jobs now that he's the brains behind the analytics at Mail Chimp) the next best thing you can do is read this book.",5.0 out of 5 stars,Data Smart: Using Data Science to Transform Information into Insight
"I was impressed with the detailed explanations, practical examples, and step by step instructions. If you’re on the fence about this book, get off and make the purchase.",5.0 out of 5 stars,Data Smart: Using Data Science to Transform Information into Insight
"In the ever-evolving world of data analysis, ""Python for Data Analysis: Data Wrangling with pandas, NumPy, and Jupyter"" shines as a beacon for beginners and experienced data enthusiasts alike. It is a testament to the book's caliber that it manages to comprehensively cover Python's powerful data manipulation tools in such an approachable manner.The book's primary strength lies in its thorough exploration of data wrangling. For the uninitiated, data wrangling is the art of maneuvering raw data into a more digestible form for analysis, and this book nails it. By delving deep into the intricacies of libraries like pandas and NumPyWhat's particularly commendable is the balance between theory and practice. While it's brimming with technical details and explanations, it never feels overwhelming. Instead, readers are constantly engaged with practical examples, ensuring that learning is both meaningful and applicable.Whether you're a beginner stepping into the world of data or a seasoned pro, this book offers invaluable insights and skills that will enhance your data-wrangling journey.",5.0 out of 5 stars,Python for Data Analysis: Data Wrangling with pandas NumPy and Jupyter
Muy bueno para aprender de análisis de datos,5.0 out of 5 stars,Python for Data Analysis: Data Wrangling with pandas NumPy and Jupyter
graphics and images are colorless. I don't know if there is an extra pdf that has this information in color like other books do.,4.0 out of 5 stars,Python for Data Analysis: Data Wrangling with pandas NumPy and Jupyter
Buen libro para usar como complemento en elmestudio de análisis de datos.,5.0 out of 5 stars,Python for Data Analysis: Data Wrangling with pandas NumPy and Jupyter
My search for high quality and effective books always end up with O'Reilly books,5.0 out of 5 stars,Python for Data Analysis: Data Wrangling with pandas NumPy and Jupyter
"I was so excited to get this book. I used O'Reilly guides to learn how to code in high school. Now I'm old and was stoked to get back into it with a new language that would be useful in my job.PROs: pretty good step-by-step guide to getting up and running in a good framework (Miniconda / Jupyter Notebooks).CONs: really needs an editor. There's a lot of bad grammar creating sentences that don't really make sense, and just random words that don't belong. The organization is poor - it doesn't teach things in a logical order, but assumes you know things in one chapter before explaining them in the next chapter. And it is REALLY long. It's like, a bunch of random stuff, not a textbook that teaches you how to do things effectively.All that said, I wish someone would edit it and try again in the next version, because there is a real need for this book.",2.0 out of 5 stars,Python for Data Analysis: Data Wrangling with pandas NumPy and Jupyter
"I've been using python, pandas and numpy for data analysis for years, and this book does an amazing job of simplifying things and organizing them into logical bite-sized chunks. To be able to simplify libraries that thousands of devs built over decades into a very approachable manual is impressive, well done Wes!",5.0 out of 5 stars,Python for Data Analysis: Data Wrangling with pandas NumPy and Jupyter
"Lots of great information. The book is intact, no ripped pages, all contents listed in references and appendices. For those who love Python and want to pursue Data Analytics, do take this book and many similar ones.",4.0 out of 5 stars,Python for Data Analysis: Data Wrangling with pandas NumPy and Jupyter
"Just started working through this book, but unlike ebooks, hyperlinks mostly don't work in the Kindle edition and you cannot copy out of it and paste into your python app. That's why I gave it a low rating.Otherwise, seems like a good book for me, someone with programming experience but no familiarity with python.Next time I buy an electronic book, I'll buy an eBook from the publisher or Apple.",3.0 out of 5 stars,Python for Data Analysis: Data Wrangling with pandas NumPy and Jupyter
"... in that this book is well written, insightful, and with good code snippets. Maybe the author spends too much time on the Python language itself, but it is time spent on parts of python relevant to data analysis.  But those figures - why bother? Multi-colored graphs printed as grayscale are just confusing. O'Reilly - Please start printing your books in color again or don't bother with actual printed books. If you need to raise your prices do so, your readers will understand.",3.0 out of 5 stars,Python for Data Analysis: Data Wrangling with pandas NumPy and Jupyter
"Due to a printer error, the figures in the first printing were in black and white. A small number of copies were shipped from our UK warehouse before the error was discovered. The book has been reprinted with all figures in color. If you copy is black and white, contact Taylor & Francis Customer Service to request a replacement copy. Selecting a number of stars was required to post this comment.",5.0 out of 5 stars,Modern Data Science with R (Chapman & Hall/CRC Texts in Statistical Science)
"Saw comments/reviews whether this book is illustrated in color -- it is. Very good and practical textbook, shows basic content about how to use R for data science, less detailed about HOW than the O'Reiley's 'R for Data Science' but more of the process of data analysis, data wrangling, etc.",5.0 out of 5 stars,Modern Data Science with R (Chapman & Hall/CRC Texts in Statistical Science)
Excellent introduction to data science!,5.0 out of 5 stars,Modern Data Science with R (Chapman & Hall/CRC Texts in Statistical Science)
"Das erste und zweite durch Amazon gelieferte Exemplar waren Fehldrucke. Farbgraphiken und syntax-colorierte R-Programme wurden  schwarz-weiß wiedergegeben und waren daher unlesbar. 1* Stern für Druckqualität der ersten und zweiten Lieferung der zweiten, vorliegenden Auflage. Beide Exemplare wurden retourniert. 4* für die Druckqualität des dritten Exemplars.Vom Inhalt her verdient die zweite Auflage 5* Sterne (genauso wie die erste Auflage).",5.0 out of 5 stars,Modern Data Science with R (Chapman & Hall/CRC Texts in Statistical Science)
"I bought this book before but I had to return it because it was in black and white. I then saw a comment here stating that the book is in color, so I ordered it again. Well, the book is yet again in Black and White. How are we supposed to follow the book without color....",2.0 out of 5 stars,Modern Data Science with R (Chapman & Hall/CRC Texts in Statistical Science)
"Good content but why are graphics not in colour (hardback edition)? At this price I would expect so. Outrageous!** Update 12 September 2021. So, reassured by a comment by the publisher on the Amazon.com website that the black and white printing was an early production issue in the UK and by another reviewer showing it as being in colour, I reordered it,Guess what it's still black and white and worse, the quality of the printing is so poor that some light grey sections of the code are almost unreadable - see picture. I've removed a star and the book is being returned. Please sort this out Amazon, or CRC or whoever's responsible.",1.0 out of 5 stars,Modern Data Science with R (Chapman & Hall/CRC Texts in Statistical Science)
Confirmed: It is a coloured book. The Best of Best book in this topic.,5.0 out of 5 stars,Modern Data Science with R (Chapman & Hall/CRC Texts in Statistical Science)
This book is terribly written and edited so poorly that it is often incomprehensible.,1.0 out of 5 stars,Machine Learning: 4 Books in 1: The #1 Beginners Guide to Master the Basics of Python Programming Learn the Art of Data Science and Build Artificial Intelligence
"After reading the first 40 pages or so, the language is very poorly written and difficult to understand at times. I would agree with other comments here suggesting that Google translate was used to produce the English text.I lose even more hope in that the book so far has many errors in it’s examples. A few examples of this:1. Within the first couple pages of the book there are a couple references to specific lines of code (e.g., as shown on line 10 and 12 of the code, as shown on line 14, etc), but at that point no code has been referenced. And there is no code to be found in the following pages.2. The author explains different naming conventions such as Pascal and Camel Case. The descriptions were accurate though the examples he gave were both for Pascal.3. In arithmetic operators, his first example of adding 25 and 30 together. The output given as the answer is 35.4. Forget about the explanations of bitwise operations.Anyways, small details that don’t give much comfort when not even the most basics of the language are correct.I did skim ahead to the other books (the book is split into 4 books) and it appears that more care was put into those. I will keep reading and will happily change my review if things improve. Most people purchasing this book will be for the Data Science portion of it and less so the beginner Python. That doesn’t excuse what I’ve read to date though.",1.0 out of 5 stars,Machine Learning: 4 Books in 1: The #1 Beginners Guide to Master the Basics of Python Programming Learn the Art of Data Science and Build Artificial Intelligence
"il libro presenta una miriade di errori, programmi di esempio palesemente sbagliati, la logica del discorso che è inesistente.esempio: si parla delle keyword continue e break, dicendo che ""come se ne è già parlato sopra"" .. solo che prima non erano mai comparse o nominate!, poi prince al posto di price e molto molto di più.... dalle recensioni mi sembra strano, sembrano tutte positive, forse è il mio difettoso... o forse la stampa logistica di amazon italia ha fatto un pasticcio",1.0 out of 5 stars,Machine Learning: 4 Books in 1: The #1 Beginners Guide to Master the Basics of Python Programming Learn the Art of Data Science and Build Artificial Intelligence
Easy to read and understand,5.0 out of 5 stars,Machine Learning: 4 Books in 1: The #1 Beginners Guide to Master the Basics of Python Programming Learn the Art of Data Science and Build Artificial Intelligence
